frase1,fol1,frase2,fol2,relacion
no todo albañil alto aguanta o amanece ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AGUANTAR(x) | AMANECER(x))), algún albañil alto no aguanta o no amanece,exists x.(ALBAÑIL(x) & ALTO(x) & (-AGUANTAR(x) | -AMANECER(x))),0
no todo albañil alto aguanta o anochece ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AGUANTAR(x) | ANOCHECER(x))), algún albañil alto no aguanta o no anochece,exists x.(ALBAÑIL(x) & ALTO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),0
no todo albañil amargo aguanta o acuerda ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AGUANTAR(x) | ACORDAR(x))), algún albañil amargo no aguanta o no acuerda,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AGUANTAR(x) | -ACORDAR(x))),0
no todo albañil amargo aguanta o ama ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AGUANTAR(x) | AMAR(x))), algún albañil amargo no aguanta o no ama,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AGUANTAR(x) | -AMAR(x))),0
no todo albañil amargo aguanta o amanece ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AGUANTAR(x) | AMANECER(x))), algún albañil amargo no aguanta o no amanece,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AGUANTAR(x) | -AMANECER(x))),0
no todo albañil amargo aguanta o anochece ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AGUANTAR(x) | ANOCHECER(x))), algún albañil amargo no aguanta o no anochece,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),0
no todo albañil amplio aguanta o acuerda ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AGUANTAR(x) | ACORDAR(x))), algún albañil amplio no aguanta o no acuerda,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AGUANTAR(x) | -ACORDAR(x))),0
no todo albañil amplio aguanta o ama ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AGUANTAR(x) | AMAR(x))), algún albañil amplio no aguanta o no ama,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AGUANTAR(x) | -AMAR(x))),0
no todo albañil amplio aguanta o amanece ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AGUANTAR(x) | AMANECER(x))), algún albañil amplio no aguanta o no amanece,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AGUANTAR(x) | -AMANECER(x))),0
no todo albañil amplio aguanta o anochece ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AGUANTAR(x) | ANOCHECER(x))), algún albañil amplio no aguanta o no anochece,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),0
no todo albañil amarillo aguanta o acuerda ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AGUANTAR(x) | ACORDAR(x))), algún albañil amarillo no aguanta o no acuerda,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AGUANTAR(x) | -ACORDAR(x))),0
no todo albañil amarillo aguanta o ama ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AGUANTAR(x) | AMAR(x))), algún albañil amarillo no aguanta o no ama,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AGUANTAR(x) | -AMAR(x))),0
no todo albañil amarillo aguanta o amanece ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AGUANTAR(x) | AMANECER(x))), algún albañil amarillo no aguanta o no amanece,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AGUANTAR(x) | -AMANECER(x))),0
no todo albañil amarillo aguanta o anochece ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AGUANTAR(x) | ANOCHECER(x))), algún albañil amarillo no aguanta o no anochece,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),0
no todo albañil alegre ama o acuerda ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMAR(x) | ACORDAR(x))), algún albañil alegre no ama o no acuerda,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMAR(x) | -ACORDAR(x))),0
no todo albañil alegre ama o aguanta ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMAR(x) | AGUANTAR(x))), algún albañil alegre no ama o no aguanta,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMAR(x) | -AGUANTAR(x))),0
no todo albañil alegre ama o amanece ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMAR(x) | AMANECER(x))), algún albañil alegre no ama o no amanece,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMAR(x) | -AMANECER(x))),0
no todo albañil alegre ama o anochece ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMAR(x) | ANOCHECER(x))), algún albañil alegre no ama o no anochece,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMAR(x) | -ANOCHECER(x))),0
no todo albañil alto ama o acuerda ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMAR(x) | ACORDAR(x))), algún albañil alto no ama o no acuerda,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMAR(x) | -ACORDAR(x))),0
no todo albañil alto ama o aguanta ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMAR(x) | AGUANTAR(x))), algún albañil alto no ama o no aguanta,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMAR(x) | -AGUANTAR(x))),0
no todo albañil alto ama o amanece ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMAR(x) | AMANECER(x))), algún albañil alto no ama o no amanece,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMAR(x) | -AMANECER(x))),0
no todo albañil alto ama o anochece ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMAR(x) | ANOCHECER(x))), algún albañil alto no ama o no anochece,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMAR(x) | -ANOCHECER(x))),0
no todo albañil amargo ama o acuerda ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMAR(x) | ACORDAR(x))), algún albañil amargo no ama o no acuerda,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMAR(x) | -ACORDAR(x))),0
no todo albañil amargo ama o aguanta ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMAR(x) | AGUANTAR(x))), algún albañil amargo no ama o no aguanta,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMAR(x) | -AGUANTAR(x))),0
no todo albañil amargo ama o amanece ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMAR(x) | AMANECER(x))), algún albañil amargo no ama o no amanece,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMAR(x) | -AMANECER(x))),0
no todo albañil amargo ama o anochece ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMAR(x) | ANOCHECER(x))), algún albañil amargo no ama o no anochece,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMAR(x) | -ANOCHECER(x))),0
no todo albañil amplio ama o acuerda ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMAR(x) | ACORDAR(x))), algún albañil amplio no ama o no acuerda,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMAR(x) | -ACORDAR(x))),0
no todo albañil amplio ama o aguanta ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMAR(x) | AGUANTAR(x))), algún albañil amplio no ama o no aguanta,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMAR(x) | -AGUANTAR(x))),0
no todo albañil amplio ama o amanece ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMAR(x) | AMANECER(x))), algún albañil amplio no ama o no amanece,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMAR(x) | -AMANECER(x))),0
no todo albañil amplio ama o anochece ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMAR(x) | ANOCHECER(x))), algún albañil amplio no ama o no anochece,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMAR(x) | -ANOCHECER(x))),0
no todo albañil amarillo ama o acuerda ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMAR(x) | ACORDAR(x))), algún albañil amarillo no ama o no acuerda,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMAR(x) | -ACORDAR(x))),0
no todo albañil amarillo ama o aguanta ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMAR(x) | AGUANTAR(x))), algún albañil amarillo no ama o no aguanta,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMAR(x) | -AGUANTAR(x))),0
no todo albañil amarillo ama o amanece ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMAR(x) | AMANECER(x))), algún albañil amarillo no ama o no amanece,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMAR(x) | -AMANECER(x))),0
no todo albañil amarillo ama o anochece ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMAR(x) | ANOCHECER(x))), algún albañil amarillo no ama o no anochece,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMAR(x) | -ANOCHECER(x))),0
no todo albañil alegre amanece o acuerda ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMANECER(x) | ACORDAR(x))), algún albañil alegre no amanece o no acuerda,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMANECER(x) | -ACORDAR(x))),0
no todo albañil alegre amanece o aguanta ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMANECER(x) | AGUANTAR(x))), algún albañil alegre no amanece o no aguanta,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMANECER(x) | -AGUANTAR(x))),0
no todo albañil alegre amanece o ama ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMANECER(x) | AMAR(x))), algún albañil alegre no amanece o no ama,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMANECER(x) | -AMAR(x))),0
no todo albañil alegre amanece o anochece ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (AMANECER(x) | ANOCHECER(x))), algún albañil alegre no amanece o no anochece,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-AMANECER(x) | -ANOCHECER(x))),0
no todo albañil alto amanece o acuerda ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMANECER(x) | ACORDAR(x))), algún albañil alto no amanece o no acuerda,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMANECER(x) | -ACORDAR(x))),0
no todo albañil alto amanece o aguanta ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMANECER(x) | AGUANTAR(x))), algún albañil alto no amanece o no aguanta,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMANECER(x) | -AGUANTAR(x))),0
no todo albañil alto amanece o ama ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMANECER(x) | AMAR(x))), algún albañil alto no amanece o no ama,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMANECER(x) | -AMAR(x))),0
no todo albañil alto amanece o anochece ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (AMANECER(x) | ANOCHECER(x))), algún albañil alto no amanece o no anochece,exists x.(ALBAÑIL(x) & ALTO(x) & (-AMANECER(x) | -ANOCHECER(x))),0
no todo albañil amargo amanece o acuerda ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMANECER(x) | ACORDAR(x))), algún albañil amargo no amanece o no acuerda,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMANECER(x) | -ACORDAR(x))),0
no todo albañil amargo amanece o aguanta ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMANECER(x) | AGUANTAR(x))), algún albañil amargo no amanece o no aguanta,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMANECER(x) | -AGUANTAR(x))),0
no todo albañil amargo amanece o ama ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMANECER(x) | AMAR(x))), algún albañil amargo no amanece o no ama,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMANECER(x) | -AMAR(x))),0
no todo albañil amargo amanece o anochece ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (AMANECER(x) | ANOCHECER(x))), algún albañil amargo no amanece o no anochece,exists x.(ALBAÑIL(x) & AMARGO(x) & (-AMANECER(x) | -ANOCHECER(x))),0
no todo albañil amplio amanece o acuerda ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMANECER(x) | ACORDAR(x))), algún albañil amplio no amanece o no acuerda,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMANECER(x) | -ACORDAR(x))),0
no todo albañil amplio amanece o aguanta ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMANECER(x) | AGUANTAR(x))), algún albañil amplio no amanece o no aguanta,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMANECER(x) | -AGUANTAR(x))),0
no todo albañil amplio amanece o ama ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMANECER(x) | AMAR(x))), algún albañil amplio no amanece o no ama,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMANECER(x) | -AMAR(x))),0
no todo albañil amplio amanece o anochece ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (AMANECER(x) | ANOCHECER(x))), algún albañil amplio no amanece o no anochece,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-AMANECER(x) | -ANOCHECER(x))),0
no todo albañil amarillo amanece o acuerda ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMANECER(x) | ACORDAR(x))), algún albañil amarillo no amanece o no acuerda,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMANECER(x) | -ACORDAR(x))),0
no todo albañil amarillo amanece o aguanta ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMANECER(x) | AGUANTAR(x))), algún albañil amarillo no amanece o no aguanta,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMANECER(x) | -AGUANTAR(x))),0
no todo albañil amarillo amanece o ama ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMANECER(x) | AMAR(x))), algún albañil amarillo no amanece o no ama,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMANECER(x) | -AMAR(x))),0
no todo albañil amarillo amanece o anochece ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (AMANECER(x) | ANOCHECER(x))), algún albañil amarillo no amanece o no anochece,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-AMANECER(x) | -ANOCHECER(x))),0
no todo albañil alegre anochece o acuerda ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (ANOCHECER(x) | ACORDAR(x))), algún albañil alegre no anochece o no acuerda,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-ANOCHECER(x) | -ACORDAR(x))),0
no todo albañil alegre anochece o aguanta ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (ANOCHECER(x) | AGUANTAR(x))), algún albañil alegre no anochece o no aguanta,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-ANOCHECER(x) | -AGUANTAR(x))),0
no todo albañil alegre anochece o ama ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (ANOCHECER(x) | AMAR(x))), algún albañil alegre no anochece o no ama,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-ANOCHECER(x) | -AMAR(x))),0
no todo albañil alegre anochece o amanece ,-all x.((ALBAÑIL(x) & ALEGRE(x)) -> (ANOCHECER(x) | AMANECER(x))), algún albañil alegre no anochece o no amanece,exists x.(ALBAÑIL(x) & ALEGRE(x) & (-ANOCHECER(x) | -AMANECER(x))),0
no todo albañil alto anochece o acuerda ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (ANOCHECER(x) | ACORDAR(x))), algún albañil alto no anochece o no acuerda,exists x.(ALBAÑIL(x) & ALTO(x) & (-ANOCHECER(x) | -ACORDAR(x))),0
no todo albañil alto anochece o aguanta ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (ANOCHECER(x) | AGUANTAR(x))), algún albañil alto no anochece o no aguanta,exists x.(ALBAÑIL(x) & ALTO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),0
no todo albañil alto anochece o ama ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (ANOCHECER(x) | AMAR(x))), algún albañil alto no anochece o no ama,exists x.(ALBAÑIL(x) & ALTO(x) & (-ANOCHECER(x) | -AMAR(x))),0
no todo albañil alto anochece o amanece ,-all x.((ALBAÑIL(x) & ALTO(x)) -> (ANOCHECER(x) | AMANECER(x))), algún albañil alto no anochece o no amanece,exists x.(ALBAÑIL(x) & ALTO(x) & (-ANOCHECER(x) | -AMANECER(x))),0
no todo albañil amargo anochece o acuerda ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (ANOCHECER(x) | ACORDAR(x))), algún albañil amargo no anochece o no acuerda,exists x.(ALBAÑIL(x) & AMARGO(x) & (-ANOCHECER(x) | -ACORDAR(x))),0
no todo albañil amargo anochece o aguanta ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (ANOCHECER(x) | AGUANTAR(x))), algún albañil amargo no anochece o no aguanta,exists x.(ALBAÑIL(x) & AMARGO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),0
no todo albañil amargo anochece o ama ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (ANOCHECER(x) | AMAR(x))), algún albañil amargo no anochece o no ama,exists x.(ALBAÑIL(x) & AMARGO(x) & (-ANOCHECER(x) | -AMAR(x))),0
no todo albañil amargo anochece o amanece ,-all x.((ALBAÑIL(x) & AMARGO(x)) -> (ANOCHECER(x) | AMANECER(x))), algún albañil amargo no anochece o no amanece,exists x.(ALBAÑIL(x) & AMARGO(x) & (-ANOCHECER(x) | -AMANECER(x))),0
no todo albañil amplio anochece o acuerda ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (ANOCHECER(x) | ACORDAR(x))), algún albañil amplio no anochece o no acuerda,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-ANOCHECER(x) | -ACORDAR(x))),0
no todo albañil amplio anochece o aguanta ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (ANOCHECER(x) | AGUANTAR(x))), algún albañil amplio no anochece o no aguanta,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),0
no todo albañil amplio anochece o ama ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (ANOCHECER(x) | AMAR(x))), algún albañil amplio no anochece o no ama,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-ANOCHECER(x) | -AMAR(x))),0
no todo albañil amplio anochece o amanece ,-all x.((ALBAÑIL(x) & AMPLIO(x)) -> (ANOCHECER(x) | AMANECER(x))), algún albañil amplio no anochece o no amanece,exists x.(ALBAÑIL(x) & AMPLIO(x) & (-ANOCHECER(x) | -AMANECER(x))),0
no todo albañil amarillo anochece o acuerda ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (ANOCHECER(x) | ACORDAR(x))), algún albañil amarillo no anochece o no acuerda,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-ANOCHECER(x) | -ACORDAR(x))),0
no todo albañil amarillo anochece o aguanta ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (ANOCHECER(x) | AGUANTAR(x))), algún albañil amarillo no anochece o no aguanta,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),0
no todo albañil amarillo anochece o ama ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (ANOCHECER(x) | AMAR(x))), algún albañil amarillo no anochece o no ama,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-ANOCHECER(x) | -AMAR(x))),0
no todo albañil amarillo anochece o amanece ,-all x.((ALBAÑIL(x) & AMARILLO(x)) -> (ANOCHECER(x) | AMANECER(x))), algún albañil amarillo no anochece o no amanece,exists x.(ALBAÑIL(x) & AMARILLO(x) & (-ANOCHECER(x) | -AMANECER(x))),0
no todo alce alegre acuerda o aguanta ,-all x.((ALCER(x) & ALEGRE(x)) -> (ACORDAR(x) | AGUANTAR(x))), algún alce alegre no acuerda o no aguanta,exists x.(ALCER(x) & ALEGRE(x) & (-ACORDAR(x) | -AGUANTAR(x))),0
no todo alce alegre acuerda o ama ,-all x.((ALCER(x) & ALEGRE(x)) -> (ACORDAR(x) | AMAR(x))), algún alce alegre no acuerda o no ama,exists x.(ALCER(x) & ALEGRE(x) & (-ACORDAR(x) | -AMAR(x))),0
no todo alce alegre acuerda o amanece ,-all x.((ALCER(x) & ALEGRE(x)) -> (ACORDAR(x) | AMANECER(x))), algún alce alegre no acuerda o no amanece,exists x.(ALCER(x) & ALEGRE(x) & (-ACORDAR(x) | -AMANECER(x))),0
no todo alce alegre acuerda o anochece ,-all x.((ALCER(x) & ALEGRE(x)) -> (ACORDAR(x) | ANOCHECER(x))), algún alce alegre no acuerda o no anochece,exists x.(ALCER(x) & ALEGRE(x) & (-ACORDAR(x) | -ANOCHECER(x))),0
no todo alce alto acuerda o aguanta ,-all x.((ALCER(x) & ALTO(x)) -> (ACORDAR(x) | AGUANTAR(x))), algún alce alto no acuerda o no aguanta,exists x.(ALCER(x) & ALTO(x) & (-ACORDAR(x) | -AGUANTAR(x))),0
no todo alce alto acuerda o ama ,-all x.((ALCER(x) & ALTO(x)) -> (ACORDAR(x) | AMAR(x))), algún alce alto no acuerda o no ama,exists x.(ALCER(x) & ALTO(x) & (-ACORDAR(x) | -AMAR(x))),0
no todo alce alto acuerda o amanece ,-all x.((ALCER(x) & ALTO(x)) -> (ACORDAR(x) | AMANECER(x))), algún alce alto no acuerda o no amanece,exists x.(ALCER(x) & ALTO(x) & (-ACORDAR(x) | -AMANECER(x))),0
no todo alce alto acuerda o anochece ,-all x.((ALCER(x) & ALTO(x)) -> (ACORDAR(x) | ANOCHECER(x))), algún alce alto no acuerda o no anochece,exists x.(ALCER(x) & ALTO(x) & (-ACORDAR(x) | -ANOCHECER(x))),0
no todo alce amargo acuerda o aguanta ,-all x.((ALCER(x) & AMARGO(x)) -> (ACORDAR(x) | AGUANTAR(x))), algún alce amargo no acuerda o no aguanta,exists x.(ALCER(x) & AMARGO(x) & (-ACORDAR(x) | -AGUANTAR(x))),0
no todo alce amargo acuerda o ama ,-all x.((ALCER(x) & AMARGO(x)) -> (ACORDAR(x) | AMAR(x))), algún alce amargo no acuerda o no ama,exists x.(ALCER(x) & AMARGO(x) & (-ACORDAR(x) | -AMAR(x))),0
no todo alce amargo acuerda o amanece ,-all x.((ALCER(x) & AMARGO(x)) -> (ACORDAR(x) | AMANECER(x))), algún alce amargo no acuerda o no amanece,exists x.(ALCER(x) & AMARGO(x) & (-ACORDAR(x) | -AMANECER(x))),0
no todo alce amargo acuerda o anochece ,-all x.((ALCER(x) & AMARGO(x)) -> (ACORDAR(x) | ANOCHECER(x))), algún alce amargo no acuerda o no anochece,exists x.(ALCER(x) & AMARGO(x) & (-ACORDAR(x) | -ANOCHECER(x))),0
no todo alce amplio acuerda o aguanta ,-all x.((ALCER(x) & AMPLIO(x)) -> (ACORDAR(x) | AGUANTAR(x))), algún alce amplio no acuerda o no aguanta,exists x.(ALCER(x) & AMPLIO(x) & (-ACORDAR(x) | -AGUANTAR(x))),0
no todo alce amplio acuerda o ama ,-all x.((ALCER(x) & AMPLIO(x)) -> (ACORDAR(x) | AMAR(x))), algún alce amplio no acuerda o no ama,exists x.(ALCER(x) & AMPLIO(x) & (-ACORDAR(x) | -AMAR(x))),0
no todo alce amplio acuerda o amanece ,-all x.((ALCER(x) & AMPLIO(x)) -> (ACORDAR(x) | AMANECER(x))), algún alce amplio no acuerda o no amanece,exists x.(ALCER(x) & AMPLIO(x) & (-ACORDAR(x) | -AMANECER(x))),0
no todo alce amplio acuerda o anochece ,-all x.((ALCER(x) & AMPLIO(x)) -> (ACORDAR(x) | ANOCHECER(x))), algún alce amplio no acuerda o no anochece,exists x.(ALCER(x) & AMPLIO(x) & (-ACORDAR(x) | -ANOCHECER(x))),0
no todo alce amarillo acuerda o aguanta ,-all x.((ALCER(x) & AMARILLO(x)) -> (ACORDAR(x) | AGUANTAR(x))), algún alce amarillo no acuerda o no aguanta,exists x.(ALCER(x) & AMARILLO(x) & (-ACORDAR(x) | -AGUANTAR(x))),0
no todo alce amarillo acuerda o ama ,-all x.((ALCER(x) & AMARILLO(x)) -> (ACORDAR(x) | AMAR(x))), algún alce amarillo no acuerda o no ama,exists x.(ALCER(x) & AMARILLO(x) & (-ACORDAR(x) | -AMAR(x))),0
no todo alce amarillo acuerda o amanece ,-all x.((ALCER(x) & AMARILLO(x)) -> (ACORDAR(x) | AMANECER(x))), algún alce amarillo no acuerda o no amanece,exists x.(ALCER(x) & AMARILLO(x) & (-ACORDAR(x) | -AMANECER(x))),0
no todo alce amarillo acuerda o anochece ,-all x.((ALCER(x) & AMARILLO(x)) -> (ACORDAR(x) | ANOCHECER(x))), algún alce amarillo no acuerda o no anochece,exists x.(ALCER(x) & AMARILLO(x) & (-ACORDAR(x) | -ANOCHECER(x))),0
no todo alce alegre aguanta o acuerda ,-all x.((ALCER(x) & ALEGRE(x)) -> (AGUANTAR(x) | ACORDAR(x))), algún alce alegre no aguanta o no acuerda,exists x.(ALCER(x) & ALEGRE(x) & (-AGUANTAR(x) | -ACORDAR(x))),0
no todo alce alegre aguanta o ama ,-all x.((ALCER(x) & ALEGRE(x)) -> (AGUANTAR(x) | AMAR(x))), algún alce alegre no aguanta o no ama,exists x.(ALCER(x) & ALEGRE(x) & (-AGUANTAR(x) | -AMAR(x))),0
no todo alce alegre aguanta o amanece ,-all x.((ALCER(x) & ALEGRE(x)) -> (AGUANTAR(x) | AMANECER(x))), algún alce alegre no aguanta o no amanece,exists x.(ALCER(x) & ALEGRE(x) & (-AGUANTAR(x) | -AMANECER(x))),0
no todo alce alegre aguanta o anochece ,-all x.((ALCER(x) & ALEGRE(x)) -> (AGUANTAR(x) | ANOCHECER(x))), algún alce alegre no aguanta o no anochece,exists x.(ALCER(x) & ALEGRE(x) & (-AGUANTAR(x) | -ANOCHECER(x))),0
no todo alce alto aguanta o acuerda ,-all x.((ALCER(x) & ALTO(x)) -> (AGUANTAR(x) | ACORDAR(x))), algún alce alto no aguanta o no acuerda,exists x.(ALCER(x) & ALTO(x) & (-AGUANTAR(x) | -ACORDAR(x))),0
no todo alce alto aguanta o ama ,-all x.((ALCER(x) & ALTO(x)) -> (AGUANTAR(x) | AMAR(x))), algún alce alto no aguanta o no ama,exists x.(ALCER(x) & ALTO(x) & (-AGUANTAR(x) | -AMAR(x))),0
no todo alce alto aguanta o amanece ,-all x.((ALCER(x) & ALTO(x)) -> (AGUANTAR(x) | AMANECER(x))), algún alce alto no aguanta o no amanece,exists x.(ALCER(x) & ALTO(x) & (-AGUANTAR(x) | -AMANECER(x))),0
no todo alce alto aguanta o anochece ,-all x.((ALCER(x) & ALTO(x)) -> (AGUANTAR(x) | ANOCHECER(x))), algún alce alto no aguanta o no anochece,exists x.(ALCER(x) & ALTO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),0
no todo alce amargo aguanta o acuerda ,-all x.((ALCER(x) & AMARGO(x)) -> (AGUANTAR(x) | ACORDAR(x))), algún alce amargo no aguanta o no acuerda,exists x.(ALCER(x) & AMARGO(x) & (-AGUANTAR(x) | -ACORDAR(x))),0
no todo alce amargo aguanta o ama ,-all x.((ALCER(x) & AMARGO(x)) -> (AGUANTAR(x) | AMAR(x))), algún alce amargo no aguanta o no ama,exists x.(ALCER(x) & AMARGO(x) & (-AGUANTAR(x) | -AMAR(x))),0
